"","x.coord","y.coord"
"1",1.09976274555083,0.761699141003191
"2",0.50835929159075,0.381136659532785
"3",-0.267320973100141,0.573315458372235
"4",0.782540078274906,-0.842037264723331
"5",0.184437167132273,0.87928728107363
"6",-0.330046155489981,0.594767750240862
"7",-0.358079230529256,0.0950966659002006
"8",2.19057125155814,0.835847580805421
"9",0.97177654702682,-0.831377496477216
"10",0.529532126733102,0.298352787736803
"11",3.19891664222814,0.223431115504354
"12",-0.498473706189543,0.234636730514467
"13",0.229798318236135,0.553258206229657
"14",2.40888267219998,0.494691921863705
"15",2.03479361254722,0.683139486704022
"16",2.11031669541262,0.11944579007104
"17",3.00760951125994,0.706261615734547
"18",0.0580101503292099,0.360764737706631
"19",2.62331012741197,0.50674747955054
"20",-0.854580787126906,-0.244048410560936
"21",0.191292730974965,-0.868726715445518
"22",0.841703829821199,0.641552857588977
"23",2.48316924623214,0.695123882032931
"24",2.70181628665887,0.558669086545706
"25",0.733622660627589,0.649975558742881
"26",0.434838605578989,-0.380088765639812
"27",-0.0609018291579559,0.146719767246395
"28",1.53879726782907,0.592864929232746
"29",0.175748085021041,0.658069618046284
"30",0.487538562389091,0.536142482887954
"31",-0.584410169045441,-0.451198372989893
"32",-0.47579668299295,-0.0943958382122219
"33",2.91768790502101,-0.576095829252154
"34",1.02688373194542,0.795805597212166
"35",2.93080523668323,0.111302739940584
"36",2.00774632685352,0.855312456842512
"37",-0.0390463665826246,-0.422900770325214
"38",0.885834559448995,0.41968957753852
"39",1.78463914792519,-0.726692189928144
"40",2.40321985422634,0.838813065551221
"41",-0.00274644675664604,0.30806173523888
"42",2.86563378223218,0.740737013053149
"43",2.03676445048768,0.586333724204451
"44",2.36050298297778,0.229187903925776
"45",-0.380519828526303,0.21209823153913
"46",1.91468787088525,0.829111166298389
"47",0.928201849805191,0.34297985304147
"48",3.07755005906802,0.175802054814994
"49",1.83819685736671,0.330600841436535
"50",1.78234235348646,-0.82421939400956
"51",0.974267124780454,-0.446840298362076
"52",0.746814328245819,0.580506872851402
"53",-0.328174709109589,0.359255881048739
"54",2.83320213691331,0.548777827527374
"55",2.83663167222403,0.710097558796406
"56",2.66953519708477,0.357963239308447
"57",0.102997331297956,-0.114652795251459
"58",-0.198555654031225,0.376592385116965
"59",0.333364716731012,-0.382808990776539
"60",-0.131026311544701,0.857104652095586
"61",0.260603154543787,0.688950268551707
"62",0.0267397642601281,-0.247213468886912
"63",1.10527244606055,-0.379593529272825
